Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,2529,4283,2016,5
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,89,89,2016,5
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1096,1813,2016,5
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,762,992,2016,5
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,441,631,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,3372,5017,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,157,157,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1581,1900,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,,689,1017,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,,583,651,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,5708,5947,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),,109,109,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,1800,2221,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,1123,1123,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,758,758,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,5680,6199,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,2247,2333,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,1263,1337,2016,5
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,602,602,2016,5
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,6393,7466,2016,5
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1779,2986,2016,5
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,45,45,2016,5
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,,1177,1405,2016,5
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,,973,988,2016,5
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,838,1841,2016,5
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,94,94,2016,5
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,408,1056,2016,5
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,45,45,2016,5
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,,297,468,2016,5
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,,79,145,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,422,1458,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,51,75,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,447,974,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,40,40,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,,257,572,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),,3,3,2016,5
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,,161,335,2016,5
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,,3323,4880,2016,5
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN (PwD),,49,49,2016,5
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,,1753,2596,2016,5
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,,261,1743,2016,5
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,,661,697,2016,5
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,897,2235,2016,5
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,19,50,2016,5
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,356,1007,2016,5
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,21,21,2016,5
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,,217,441,2016,5
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,,57,108,2016,5
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,1,60,2016,5
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,2,3,2016,5
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8,44,2016,5
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,1,1,2016,5
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2,26,2016,5
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1,15,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,22,227,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,9,9,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,64,162,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,,18,81,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),,1,1,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,,20,45,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,249,583,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),,24,24,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,223,404,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,140,226,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,60,87,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,228,514,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,175,328,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),,2,2,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,132,184,2016,5
Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,89,130,2016,5
Indian Institute of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,1374,2250,2016,5
Indian Institute of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,890,1524,2016,5
Indian Institute of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,338,848,2016,5
Indian Institute of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,607,706,2016,5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,,6,1041,2016,5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,43,43,2016,5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,,283,770,2016,5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,,360,763,2016,5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,,204,337,2016,5
Indian Institute of Technology Bombay,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,1092,1770,2016,5
Indian Institute of Technology Bombay,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,477,928,2016,5
Indian Institute of Technology Bombay,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),,50,50,2016,5
Indian Institute of Technology Bombay,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,801,812,2016,5
Indian Institute of Technology Bombay,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,368,368,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,26,777,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,13,13,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,104,371,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,8,8,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,,33,164,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,,29,117,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,803,901,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,428,484,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,189,284,2016,5
Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,56,133,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,,1657,2916,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,104,104,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1015,1633,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,SC,,602,929,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,ST,,333,580,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,3001,3434,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),,60,60,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,1560,1783,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,766,959,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,384,384,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,2971,3203,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,1665,1885,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,998,1126,2016,5
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,389,389,2016,5
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,5956,6706,2016,5
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1951,2660,2016,5
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,,1100,1319,2016,5
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,,338,404,2016,5
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,1630,2405,2016,5
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,821,1192,2016,5
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,324,669,2016,5
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,164,349,2016,5
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,3782,4832,2016,5
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,124,124,2016,5
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1684,2094,2016,5
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,,791,989,2016,5
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,,433,502,2016,5
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,4608,5789,2016,5
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,2071,2318,2016,5
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,24,24,2016,5
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,,903,1276,2016,5
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,,454,531,2016,5
Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,3787,4714,2016,5
Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,2028,2512,2016,5
Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,1485,1563,2016,5
Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,843,843,2016,5
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,2609,3714,2016,5
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,91,91,2016,5
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,1715,2207,2016,5
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,,1116,1525,2016,5
Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,,803,885,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,980,1680,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,188,188,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,650,1072,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,,394,708,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,,356,473,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,1690,2871,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),,90,90,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,1101,1441,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),,58,58,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,739,876,2016,5
Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,395,702,2016,5
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,767,2575,2016,5
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,70,70,2016,5
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,520,1018,2016,5
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,25,34,2016,5
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,,153,400,2016,5
Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,,14,47,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,24,115,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,5,5,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,33,62,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,23,43,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,12,19,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,124,186,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,72,140,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,44,47,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC (PwD),,4,4,2016,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,40,46,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,80,403,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,11,14,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,63,226,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,,16,122,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,,3,77,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,,549,994,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL,,438,536,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,SC,,133,278,2016,5
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,ST,,11,143,2016,5
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,,1074,2746,2016,5
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,15,15,2016,5
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,,608,1565,2016,5
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,,481,995,2016,5
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,,202,618,2016,5
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,,250,397,2016,5
